halId_s,version_i,uri_s,docType_s,doiId_s,nntId_s,title_s,abstract_s,keyword_s,authId_i,authFirstName_s,authLastName_s,authFullName_s,producedDate_s,domain_s,structAddress_s,structCode_s,structCountry_s,structName_s,structType_s,structAcronym_s,language_s
hal-01631992,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631992,COUV,,,Liderazgo en movimiento. Participación política indígena en la Amazonia peruana,[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631991,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631991,ART,10.4000/civilisations.3722,,Quand les Indiens dangereux deviennent des Indiens en danger,"Depuis plus de dix ans les Kakataibo\, soutenus par deux ONG\, plaident devant le gouvernement péruvien\, pour la création de deux réserves territoriales en faveur des Indiens vivant en isolement. Ces derniers ont été identifiés comme étant des Kamano\, des Indiens qui occupent une place singulière dans la cosmologie kakataibo. L'ambivalence de leur statut ontologique est dû au fait qu'ils ne se laissent pas voir\, ce qui rend d'autant plus difficile la validation du projet territorial par le gouvernement. Cet article passe en revue l'évolution de la manière dont les Kakataibo perçoivent les Kamano\, en confrontant deux images diamétralement opposées\, chacune liée à une génération différente. Nous verrons aussi que la mise en place du projet territorial a permis aux Kakataibo de construire un réseau relationnel avec des agents étrangers qui ont joué un rôle important dans l'élaboration\, non seulement du nouveau discours sur les Kamano\, mais aussi de la visibilité ethnique du groupe. Il s'agira ici de saisir\, à travers une approche pragmatique\, les enjeux identitaires et culturels sous-jacents au projet des réserves.",,1667441,Magda Helena,Dziubinska,Magda Helena Dziubinska,2014-09,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631990,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631990,COUV,,,Création collective d'une entité immatérielle : la crémation à Bali,[No abstract],,1667440,Aniko,Sebesteny,Aniko Sebesteny,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631989,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631989,ART,10.4000/terrain.15490,,Être le dernier jeune,"Le renforcement des politiques de contrôle des migrations en Europe a eu pour effet le développement de poches d'attente tout au long du parcours des aspirants à cette migration. Parallèlement\, la restriction des conditions d'obtention d'un titre de séjour a retardé l'accès à un statut régulier pour les étrangers déjà présents sur le territoire. En attendant ces \\guillemotleft~papiers~\\guillemotright tant espérés\, les étrangers en situation irrégulière sont contraints à vivre dans un éternel présent fait de multiples recommencements. Si l'obtention des \\guillemotleft~papiers~\\guillemotright ouvre une nouvelle temporalité\, un temps devenu profitable\, les étrangers régularisés découvrent vite les contradictions temporelles de la vie de migrant.",,1541655,Stefan,Le Courant,Stefan Le Courant,2014-09,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","27\, Rue Paul Bert 94204 Ivry sur Seine CEDEX,54\, boulevard Raspail 75006 Paris,54\, boulevard Raspail 75006 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,54\, boulevard Raspail 75006 Paris","UMR8177,UMR7186,UMR7186","fr,fr,fr,fr,fr,fr,fr,fr,fr","Laboratoire d'anthropologie urbaine|Equipe IIAC,École des hautes études en sciences sociales,Centre National de la Recherche Scientifique,École des hautes études en sciences sociales,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,ANR Babels,École des hautes études en sciences sociales","laboratory,institution,institution,institution,laboratory,institution,institution,researchteam,institution","LAU-IIAC,EHESS,CNRS,EHESS,LESC,UPN,CNRS,EHESS",fr
hal-01631988,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631988,ART,10.4000/hommesmigrations.2804,,``Le jour où on a découvert l'Europe'': Le voyage et l'aventure dans le récit d'Ibrahim Kanouté,"``Une migration individuelle inscrite dans une histoire collective.'' C'est ainsi qu'Ibrahim Kanouté présente son récit de vie. Le voyage en France de ce Malien\, né en 1981\, ne peut se comprendre sans la longue migration des Soninkés qui le précèdent. Son parcours d'aventurier sans papiers relève ainsi d'une histoire migratoire plus longue où les rêves d'ailleurs voisinent avec les désillusions. Un témoignage qui révèle la façon dont un moi singulier s'intègre\, jusqu'à s'effacer parfois\, au sein du groupe dans lequel il puise ses racines et dont il se veut un digne héritier.",,1541655,Stefan,Le Courant,Stefan Le Courant,2014-04,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631987,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631987,OUV,,,Antropologia política contemporánea en la Amazonia occidental (GDRI APOCAMO),[No abstract],Direction de numéro de revue,"1413605,1667439","Jean-Pierre,Oscar","CHAUMEIL,Espinosa","Jean-Pierre Chaumeil,Oscar Espinosa",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631986,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631986,COUV,,,Pas tout le monde sait faire une belle fête. Le prestige incertain du chef kakataibo (Amazonie péruvienne),[No abstract],,1667438,Magda,Dziubinska,Magda Dziubinska,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631985,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631985,ART,10.1017/S0003975614000034,,Violences d'un autre âge dans les villages indiens. Actualités d'Ambedkar,"In many Indian villages\, the Dalits (Scheduled Castes or former Untouchables) are victims of daily atrocities at the hands of the dominant castes. With respect to the 2006 murder of a family of Dalits by their village's ruling caste\, we show how the police\, the medical profession\, the courts\, and the authorities combined to deny them justice and obstruct the enforcement of laws that are aimed at protecting them \\textendash with the involvement of many Dalit officials. In conclusion\, it would seem that none of the options or strategies pursued by researchers or activists is likely to improve conditions for the Dalits in the near future: a caste system that is highly adapted to globalisation is far from disappearing; nor is the ""practice of untouchability"" prohibited by the Constitution (1950).",,1517469,Olivier,Herrenschmidt,Olivier Herrenschmidt,2014-04,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631984,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631984,OUV,,,Le prestige: autour des formes de la différenciation sociale,[No abstract],,"1567432,1667422,1558493","Frédéric,Isabelle,Isabelle","Hurlet,Rivoal,Sidéra","Frédéric Hurlet,Isabelle Rivoal,Isabelle Sidéra",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","Maison René Ginouvès Boîte 3 21\, allée de l'université 92023 NANTERRE CEDEX,12 place du Panthéon - 75231 Paris Cedex 05,200 avenue de la République - 92001 Nanterre cedex,3\, rue de Valois 75001 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,Maison René Ginouvès 21\, allée de l'Université 92023 Nanterre Cedex,200 avenue de la République - 92001 Nanterre cedex","UMR7041,UMR7186,UMR7186,UMR7055,UMR7055","fr,fr,fr,fr,fr,fr,fr,fr,fr,fr,fr","Archéologies et Sciences de l'Antiquité,Université Panthéon-Sorbonne,Université Paris Nanterre,Ministère de la Culture et de la Communication,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,Préhistoire et Technologie,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution,institution,institution,laboratory,institution,institution,laboratory,institution,institution","ArScAn,UP1,UPN,MCC,CNRS,LESC,UPN,CNRS,PréTech,UPN,CNRS",fr
hal-01631983,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631983,OUV,,,Temps biographique et discontinuités politiques,[No abstract],Direction de numéro de revue,"1667422,1646559","Isabelle,Monica","Rivoal,Heintz","Isabelle Rivoal,Monica Heintz",2014-04,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631982,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631982,COUV,,,Les séquences de la crémation dans une caste de pêcheurs en mer (Inde du Sud),"La mort est une dimension humaine centrale autour de laquelle toutes les sociétés ont développé un ensemble de croyances et de pratiques\, souvent très élaborées et très codifiées. Le \\guillemotleft travail du deuil \\guillemotright engage généralement la communauté au-delà des proches du défunt. Il tend à réaliser la séparation entre les morts et les vivants. Enfin\, il \\guillemotleft construit \\guillemotright le défunt ou mort en ancêtre. Cette exigence a été identifiée dans le travail pionnier de Robert Hertz et sa théorie des doubles funérailles : l'âme du mort est dangereuse pendant une période intermédiaire\, ce sont les deuxièmes funérailles qui\, en le transformant en ancêtre\, en font une entité bienfaisante pour les vivants. Le devenir du corps mort\, sa thanatomorphose\, est également un sujet central de préoccupation. Le cadavre est le support de représentations diverses\, voire de fantasmes\, propres à chaque culture\, qui vont conditionner les différents types de traitement que l'on va lui faire subir. C'est par l'analyse de ces différents traitements que nous tentons ici de déchiffrer les solutions qu'ont élaborées les sociétés\, selon deux approches rarement combinées\, celle de l'ethnologie et celle de l'archéologie. Un même fil directeur a conduit ces travaux dont les contextes culturels et géographiques sont variés : celui d'une chaîne opératoire funéraire.",,1517469,Olivier,Herrenschmidt,Olivier Herrenschmidt,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631981,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631981,COUV,,,"Nu\, devant la Shakti. Essai d'ethnographie réfléchie sur un rituel de l'hindouisme populaire",[No abstract],,1517469,Olivier,Herrenschmidt,Olivier Herrenschmidt,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631980,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631980,COUV,,,Charles Kroehle. Photographe de l'impossible,[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",fr
hal-01631979,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631979,COUV,,,Les palais mérinides dévoilés : le cas d'Aghmat,[No abstract],,"1476014,1472243,1667436,1667437","Chloé,Abdallah,Ron,Violaine","Capel,Fili,Messier,Héritier Salama","Chloé Capel,Abdallah Fili,Ron Messier,Violaine Héritier Salama",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","27 rue Paul Bert 94204 IVRY SUR SEINE CEDEX,12 place du Panthéon - 75231 Paris Cedex 05,4-14 Rue Ferrus\, 75014 Paris,1 rue Victor Cousin - 75005 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR8167,UMR7186,UMR7186","fr,fr,fr,fr,fr,ma,fr,fr,fr","ORIENT ET MEDITERRANEE : Textes\, Archéologie\, Histoire,Université Panthéon-Sorbonne,École pratique des hautes études,Université Paris-Sorbonne,Centre National de la Recherche Scientifique,Université Chouaib Doukkali\, El Jadida,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution,institution,institution,institution,laboratory,institution,institution","OM,UP1,EPHE,UP4,CNRS,LESC,UPN,CNRS",fr
hal-01631978,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631978,COUV,,,Entre teorías raciales y exhibiciones. En torno al informe de Casement sobre el Putumayo,[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631977,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631977,COUV,,,Palimpsesto y pleonasmo. Los rusos en Paris,[No abstract],,611795,Antoinette,Molinié,Antoinette Molinié,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",es
hal-01631976,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631976,ART,,,"Une vie religieuse confisquée. L'histoire d'un maître tao\\""ıste d'arts martiaux à Pékin","Cet article traite de la manière dont un maître taoïste de Pékin a perpétué une ancienne tradition rituelle d'arts martiaux malgré l'interdiction de toutes les pratiques religieuses sous la Révolution culturelle. Son histoire de vie donne à comprendre les ""voies d'échanges"" entre les maîtres mariés et les moines pour faire face à l'adversité\, mais aussi entre les mondes religieux et laïque pour traverser les vicissitudes de l'histoire\, ici en se jouant des composantes rituelles\, festives ou simplement sportives des arts martiaux.",,1667435,Adeline,Herrou,Adeline Herrou,2014-07,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631975,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631975,COUV,,,Capter et mesurer les mouvements oculaires. Quels usages de l'oculométrie pour l'anthropologie de la vision ?,[No abstract],,149150,Emmanuel,Grimaud,Emmanuel Grimaud,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr,fr","EHESS,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",fr
hal-01631973,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631973,ART,10.4000/anneemaghreb.2037,,Écrire aujourd'hui à Rabat et à Casablanca : Témoigner et \\guillemotleft laisser trace \\guillemotright,"La fondation en 1999 d'une nouvelle maison d'édition marocaine\, Tarik\, témoigne d'un développement significatif des témoignages et des récits de vie. Avant elle\, les éditions Le Fennec\, Ediff\, Marsam\, Afrique Orient et d'autres avaient vu le jour entre le milieu des années 1980 et la fin des années 1990. L'apparition d'une quarantaine de structures d'édition est allée de pair avec une augmentation de la production littéraire. Cette effervescence littéraire pose plusieurs questions~: quels en sont les déterminants~? À quelles pratiques d'écriture renvoie-t-elle~? Qui sont ceux qu'on appelle communément \\guillemotleft~auteurs~\\guillemotright\, une terminologie à interroger~? À partir de quelles ressources écrivent-ils\, en suivant quelles motivations et pour dire quoi~? Cet article vise à étudier l'émergence de ces nouvelles pratiques d'écriture qui concernent des hommes et des femmes\, pour la plupart résidant à Rabat et à Casablanca\, et leurs implications afin de saisir dans quelle mesure elles s'accompagnent d'une redéfinition du rapport de la société urbaine à son histoire passée et contemporaine ainsi qu'à la manière de la raconter et de l'écrire.",,1667426,Anouk,Cohen,Anouk Cohen,2014-07,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631974,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631974,COUV,,,Pour quelques secondes de confusion ontologique. Échecs et réussites du contact dans une expérience de télé-robotique,"Situé à la croisée des domaines de l'art\, de l'artisanat et de la technique\, vecteur de pratiques religieuses et de la culture populaire autant que de recherches esthétiques proprement dites\, l'art de la marionnette déborde de toutes parts le carcan des imaginaires collectifs qu'elle mobilise. En étudiant son rôle et ses avatars au cours de l'histoire et dans les sociétés contemporaines\, conservateurs\, historiens de l'art et du spectacle\, anthropologues et artistes interrogent ce champ irréductible à sa seule matérialité. Comment un tel objet a-t-il réussi à entrer dans les musées et de quelle manière lui octroyer la place qu'il mérite dans ce nouvel espace ? La question du statut de la marionnette\, au-delà du champ patrimonial\, est au coeur de cet ouvrage qui nous dévoile tous les secrets de ce théâtre du monde en réduction."" [Source : 4e de couv.]",,149150,Emmanuel,Grimaud,Emmanuel Grimaud,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr,fr","EHESS,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",fr
hal-01631972,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631972,COUV,,,Chamanismo y curanderismo en la región de Iquitos,[No abstract],,1413605,Jean-Pierre,CHAUMEIL,Jean-Pierre Chaumeil,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",es
hal-01631971,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631971,OUV,,,L'étrange encyclopédie du docteur K.: portraits et horoscopes d'un astrologue indien,[No abstract],,149150,Emmanuel,Grimaud,Emmanuel Grimaud,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr,fr","EHESS,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",fr
hal-01631970,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631970,COUV,,,Le pentecôtisme et ses interactions avec le culte de Maximon au Guatemala,[No abstract],,1667432,Sylvie,Pédron Colombani,Sylvie Pédron Colombani,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631969,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631969,OUV,,,Mascarades en Himalaya: les vertus du rire,[No abstract],,"1430095,1667434","Pascale,Gisèle","DOLLFUS,Krauskopff","Pascale Dollfus,Gisèle Krauskopff",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr,fr","Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","institution,laboratory,institution,institution","CNRS,LESC,UPN,CNRS",fr
hal-01631968,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631968,COUV,,,Les constructions sociales du danger : quelques usages de la notion de risque et d'infortune en sceinces sociales,[No abstract],,238793,Vanessa,Manceron,Vanessa Manceron,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","M.A.E. 21 Allée de l'université 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex",UMR7535,"fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631967,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631967,OUV,,,La chaîne opératoire funéraire: ethnologie et archéologie de la mort,[No abstract],,"75881,1667422,282617,1667433","Frédérique,Isabelle,Corinne,Pascal","Valentin,Rivoal,Thevenet,Sellier","Frédérique Valentin,Isabelle Rivoal,Corinne Thevenet,Pascal Sellier",2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","Maison René Ginouvès Boîte 3 21\, allée de l'université 92023 NANTERRE CEDEX,12 place du Panthéon - 75231 Paris Cedex 05,200 avenue de la République - 92001 Nanterre cedex,3\, rue de Valois 75001 Paris,21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex,Gower Street\, London WC1E 6BT","UMR7041,UMR7186,UMR7186","fr,fr,fr,fr,fr,fr,fr,fr,gb","Archéologies et Sciences de l'Antiquité,Université Panthéon-Sorbonne,Université Paris Nanterre,Ministère de la Culture et de la Communication,Centre National de la Recherche Scientifique,Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique,University College of London [London]","laboratory,institution,institution,institution,institution,laboratory,institution,institution,institution","ArScAn,UP1,UPN,MCC,CNRS,LESC,UPN,CNRS,UCL",fr
hal-01631966,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631966,COUV,,,Une ethnographie religieuse en mouvement,[No abstract],,1667432,Sylvie,Pédron Colombani,Sylvie Pédron Colombani,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",fr
hal-01631965,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631965,ART,10.4000/nuevomundo.66743,,"El culto a Maximón en Guatemala.: Ritos de fertilidad\, comida ritual y metáfora sexual",[No abstract],,1667432,Sylvie,Pédron Colombani,Sylvie Pédron Colombani,2014-04,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",es
hal-01631964,1,https://hal-univ-paris10.archives-ouvertes.fr/hal-01631964,COUV,,,Formating the Truth in Morocco,[No abstract],,1667426,Anouk,Cohen,Anouk Cohen,2014,"0.shs,1.shs.anthro-se,0.shs,1.shs.anthro-bio,0.shs,1.shs.socio","21 Allée de l'université F-92023 92023 NANTERRE CEDEX,200 avenue de la République - 92001 Nanterre cedex","UMR7186,UMR7186","fr,fr,fr","Laboratoire d'ethnologie et de sociologie comparative,Université Paris Nanterre,Centre National de la Recherche Scientifique","laboratory,institution,institution","LESC,UPN,CNRS",en
